originalPrice,price,sold,tagText,discount_percentage,adjustable,and,bed,bedroom,bedside,bench,black,cabinet,cabinets,chair,chairs,charging,chest,closet,clothes,coffee,computer,conversation,couch,cushions,desk,dining,drawer,drawers,dresser,dressing,end,fabric,folding,for,frame,furniture,gaming,garden,glass,hanging,home,household,inch,kitchen,large,leather,led,light,lights,living,lounge,makeup,metal,mirror,modern,nightstand,of,office,organizer,ottoman,outdoor,patio,piece,pieces,portable,power,rack,rattan,room,round,seat,sectional,set,sets,shaped,shelf,shelves,shoe,shoes,side,simple,small,sofa,space,stand,station,steel,stool,storage,swing,table,tables,top,tv,up,upholstered,vanity,velvet,wardrobe,white,wicker,with,wood,wooden
251.91819277108434,244.17,1,1,3.075678134181066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3469899468602698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1892156035103173,0.0,0.19883847573702726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27139592674579255,0.2820882652101849,0.0,0.3667091991382283,0.0,0.0,0.0,0.3313243157357485,0.0,0.0,0.0,0.32836782807406417,0.2348030878730869,0.0,0.39892468701384026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25311178885127394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1435733653065582,0.0,0.0
251.91819277108434,238.18,0,1,5.453434156527192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6159770338476317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3379493679447607,0.0,0.3551363415690184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41937109660124333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45207143319441734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
251.91819277108434,495.8,0,1,-96.80992251739784,0.0,0.21039532230191973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2508246056153326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3353185367486873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19215031252858902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2622672093511681,0.27259989858537675,0.3417236393864018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3173227945692596,0.0,0.3395375572730842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30425796884051437,0.2445980796833564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3097743595307159,0.13874410831293213,0.0,0.0
251.91819277108434,117.66,0,1,53.294361671244395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2916291331555852,0.0,0.3054179020693133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29215965195296223,0.17501610827566122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23888062270067964,0.24829193738445854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6200156558985824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1700695173965359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28215152052164866,0.12637218000617795,0.2793727843120059,0.0
251.91819277108434,978.88,0,1,-288.5705868370923,0.0,0.0,0.0,0.17718539411811476,0.0,0.0,0.0,0.0,0.0,0.6087350244861087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1554454421980812,0.0,0.0,0.0,0.0,0.22450962441352923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1862768476381176,0.6491182857139977,0.0,0.0,0.0,0.19203189314679422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.174783547054145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
251.91819277108434,440.94,0,1,-75.0330117684982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39936882650427025,0.0,0.0,0.0,0.23571129875945274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7785214299120187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3000491140375009,0.0,0.0,0.0,0.0,0.0,0.24464741316777583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1701977661930559,0.0,0.0
251.91819277108434,183.3,0,1,27.238283990643353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2569360970709385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29446836927514414,0.0,0.0,0.264729492282794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4019217894349808,0.20887826448125685,0.0,0.2715376374420667,0.0,0.0,0.0,0.2453361468253817,0.0,0.0,0.0,0.0,0.3477298954866248,0.5203377995182549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18742201535965053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10631195646732135,0.0,0.0
251.91819277108434,60.28,4,1,76.07159715742489,0.0,0.43657684287857634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31075728079142517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.341694534924823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18971087953050353,0.0,0.1993589398377459,0.0,0.35925208551023996,0.0,0.0,0.0,0.0,0.0,0.0,0.351531549718976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2721063115766402,0.28282663747305653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23541769014019265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19372433212540752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14394917176043714,0.0,0.0
251.91819277108434,376.5,0,1,-49.453279200888026,0.0,0.18311647233689488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2918427410210004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33447404632100064,0.0,0.0,0.3006949258498993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22826289891136803,0.47451180227968426,0.0,0.3084280072160509,0.0,0.0,0.0,0.2786668528761912,0.0,0.0,0.0,0.2761802405959565,0.19748576978995655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16251029748039988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2696104994971558,0.12075521163599733,0.0,0.0
251.91819277108434,204.93,0,1,18.652163328982773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.283137272164943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27658040057776945,0.0,0.0,0.0,0.16324039610762825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20166150811057604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6095023099526047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2584809293247351,0.4155943010369613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28845253808488186,0.0,0.0,0.0,0.0,0.0,0.11786940599033867,0.260575580282886,0.0
